name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Private Room & Bath 5 minutes to Downtown Nash,Price:$35 / night,Private room in Nashville,SUPERHOST,/rooms/46832964?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$177 totalShow details,Price:$35 / nightPrice:$177 totalShow details
BW5 Downtown Nashville!!  Do Bro 8!!,Previous price:$62Discounted price:$45 / night,Entire apartment in Nashville,,/rooms/45934635?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,1 guest · Studio · 2 beds · 1 bath,Price:$265 totalShow details,Previous price:$62Discounted price:$45 / nightPrice:$265 totalShow details
Door on the Left,Price:$32 / night,Private room in Nashville,,/rooms/46901175?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$146 totalShow details,Price:$32 / nightPrice:$146 totalShow details
Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$132 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$132 totalShow details
"Suite 6 ""AUNT LUCILLE"" - Country Breakfast Inc!",Previous price:$50Discounted price:$40 / night,Private room in Lebanon,SUPERHOST,/rooms/43787569?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$183 totalShow details,Rating 4.84 out of 5;4.8458 reviews (58)Previous price:$50Discounted price:$40 / nightPrice:$183 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$30 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$119 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$30 / nightPrice:$119 totalShow details
Chill room in house by Lake for Weary Travelers,Price:$28 / night,Private room in Hendersonville,SUPERHOST,/rooms/28158418?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,3 guests · 1 bedroom · 3 beds · 1 shared bath,Price:$148 totalShow details,Rating 4.84 out of 5;4.84124 reviews (124)Price:$28 / nightPrice:$148 totalShow details
student Holiday one month special. 12th threw 12th,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/23463463?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$205 totalShow details,Rating 4.98 out of 5;4.9883 reviews (83)Price:$40 / nightPrice:$205 totalShow details
"Trendy & Cozy Room,Priv. Bath 5 mins from Downtown",Previous price:$50Discounted price:$40 / night,Private room in Nashville,,/rooms/22954500?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$205 totalShow details,Rating 4.82 out of 5;4.82154 reviews (154)Previous price:$50Discounted price:$40 / nightPrice:$205 totalShow details
"""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2020-12-20&check_out=2020-12-24&previous_page_section_name=1000&federated_search_id=500279f5-6dd6-452e-9870-f0ad3a03beab,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$183 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$183 totalShow details
