name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
 Writing and Spiritual Retreat Cabin,Price:$39 / night,Entire cottage in Ashland City,SUPERHOST,/rooms/8683283?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,2 guests · 2 bedrooms · 2 beds · 1.5 baths,Price:$178 totalShow details,Rating 4.93 out of 5;4.93159 reviews (159)Price:$39 / nightPrice:$178 totalShow details
 Nice Private Room in NORTH Nashville,Price:$36 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$163 totalShow details,Rating 4.91 out of 5;4.91284 reviews (284)Price:$36 / nightPrice:$163 totalShow details
" Suite 7 ""TOM JONES"" - Cozy, Country Clean & Fun!",Price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/43788182?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,4 guests · 1 bedroom · 2 beds · 1 private bath,Price:$178 totalShow details,Rating 4.98 out of 5;4.9841 reviews (41)Price:$39 / nightPrice:$178 totalShow details
" Quiet, country setting with sleeping for up to 4!",Price:$35 / night,Private room in Hendersonville,,/rooms/39691633?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,4 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$160 totalShow details,Rating 5.0 out of 5;5.03 reviews (3)Price:$35 / nightPrice:$160 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$126 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$126 totalShow details
 Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$154 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$154 totalShow details
" Clean, cozy and comfortable",Price:$36 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$192 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$36 / nightPrice:$192 totalShow details
 student Holiday one month special. 12th threw 12th,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/23463463?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$205 totalShow details,Rating 4.98 out of 5;4.9883 reviews (83)Price:$40 / nightPrice:$205 totalShow details
" ""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-06-13&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=32d15b75-98c1-4352-aeb3-42c49916ada9,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$183 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$183 totalShow details
