name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
 Nice Private Room in NORTH Nashville,Price:$35 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$160 totalShow details,Rating 4.91 out of 5;4.91284 reviews (284)Price:$35 / nightPrice:$160 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$35 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$140 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$35 / nightPrice:$140 totalShow details
" Suite 6 ""AUNT LUCILLE"" - Country Breakfast Inc!",Previous price:$50Discounted price:$40 / night,Private room in Lebanon,SUPERHOST,/rooms/43787569?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$183 totalShow details,Rating 4.84 out of 5;4.8458 reviews (58)Previous price:$50Discounted price:$40 / nightPrice:$183 totalShow details
" Clean, cozy and comfortable",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$188 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$35 / nightPrice:$188 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$126 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$126 totalShow details
 Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$154 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$154 totalShow details
 Downtown Hostel (Female-Only Shared Dorm),Price:$35 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$140 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$35 / nightPrice:$140 totalShow details
 Private room  Share bathroom,Price:$30 / night,Private room in Murfreesboro,,/rooms/39048339?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$165 totalShow details,Rating 4.61 out of 5;4.6141 reviews (41)Price:$30 / nightPrice:$165 totalShow details
" Quiet, country setting with sleeping for up to 4!",Price:$35 / night,Private room in Hendersonville,,/rooms/39691633?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,4 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$160 totalShow details,Rating 5.0 out of 5;5.03 reviews (3)Price:$35 / nightPrice:$160 totalShow details
" ""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$183 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$183 totalShow details
 Piece of Peace - international    students home.,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/24077414?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$223 totalShow details,Rating 4.89 out of 5;4.8961 reviews (61)Price:$40 / nightPrice:$223 totalShow details
 Northwoods cottage 23.2 mi Nashville 28 min drive,Price:$40 / night,Tiny house in White House,SUPERHOST,/rooms/31254209?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,4 guests · 2 bedrooms · 2 beds · 1 bath,Price:$217 totalShow details,Rating 4.85 out of 5;4.8548 reviews (48)Price:$40 / nightPrice:$217 totalShow details
 The Cat's Meow,Price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/19912700?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 1 bed · 2 shared baths,Price:$203 totalShow details,Rating 4.90 out of 5;4.9069 reviews (69)Price:$40 / nightPrice:$203 totalShow details
 Charming and Cozy,Price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/46837226?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,1 guest · 1 bedroom · 0 beds · 1 private bath,Price:$228 totalShow details,Price:$40 / nightPrice:$228 totalShow details
 Music City Seamstress Room 2,Price:$39 / night,Private room in Nashville,SUPERHOST,/rooms/16659281?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$212 totalShow details,Rating 5.0 out of 5;5.031 reviews (31)Price:$39 / nightPrice:$212 totalShow details
" Suite 7 ""TOM JONES"" - Cozy, Country Clean & Fun!",Previous price:$50Discounted price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/43788182?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,4 guests · 1 bedroom · 2 beds · 1 private bath,Price:$178 totalShow details,Rating 4.98 out of 5;4.9841 reviews (41)Previous price:$50Discounted price:$39 / nightPrice:$178 totalShow details
" Suite 4 ""MIGHTY INDIAN"" - Country Clean Cozy!",Previous price:$44Discounted price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/43697680?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,4 guests · 1 bedroom · 2 beds · 2 baths,Price:$178 totalShow details,Rating 4.82 out of 5;4.8245 reviews (45)Previous price:$44Discounted price:$39 / nightPrice:$178 totalShow details
" Suite 8 ""APRIL LOVE"" Horse Stall Suite!",Previous price:$45Discounted price:$40 / night,Private room in Lebanon,SUPERHOST,/rooms/43788294?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,4 guests · 1 bedroom · 2 beds · 1 private bath,Price:$183 totalShow details,Rating 4.94 out of 5;4.9433 reviews (33)Previous price:$45Discounted price:$40 / nightPrice:$183 totalShow details
" Suite 5 ""UNCLE ALDUS"" - Country Clean & Fun!",Previous price:$50Discounted price:$40 / night,Private room in Lebanon,SUPERHOST,/rooms/43787289?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=11d222fe-3245-4693-a1e8-7cb5875c4ed3,4 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$183 totalShow details,Rating 4.96 out of 5;4.9628 reviews (28)Previous price:$50Discounted price:$40 / nightPrice:$183 totalShow details
 big blue bedroom,Price:$36 / night,Private room in Hermitage,,/rooms/19192496?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=7c042785-586b-4f31-a40c-aa041a93fce5,6 guests · 1 bedroom · 2 beds · 1.5 shared baths,Price:$181 totalShow details,Rating 4.61 out of 5;4.6131 reviews (31)Price:$36 / nightPrice:$181 totalShow details
 Downtown Hostel (Male-Only Shared Dorm),Price:$35 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15158385?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=7c042785-586b-4f31-a40c-aa041a93fce5,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$140 totalShow details,Rating 4.78 out of 5;4.78179 reviews (179)Price:$35 / nightPrice:$140 totalShow details
 small blue bedroom,Price:$36 / night,Private room in Hermitage,,/rooms/19408522?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=7c042785-586b-4f31-a40c-aa041a93fce5,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$181 totalShow details,Rating 4.58 out of 5;4.5833 reviews (33)Price:$36 / nightPrice:$181 totalShow details
" The Cozy Niche , special offers , yoga friendly,",Price:$39 / night,Private room in Murfreesboro,SUPERHOST,/rooms/21448158?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=7c042785-586b-4f31-a40c-aa041a93fce5,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$207 totalShow details,Rating 4.95 out of 5;4.9538 reviews (38)Price:$39 / nightPrice:$207 totalShow details
 Nashville Wooded Hilltop Primitive Camping Maple,Previous price:$25Discounted price:$23 / night,Campsite in Goodlettsville,SUPERHOST,/rooms/20551388?check_in=2021-03-21&check_out=2021-03-25&previous_page_section_name=1000&federated_search_id=7c042785-586b-4f31-a40c-aa041a93fce5,10 guests · 2 bedrooms · 0 beds · 0 baths,Price:$103 totalShow details,Rating 4.82 out of 5;4.8222 reviews (22)Previous price:$25Discounted price:$23 / nightPrice:$103 totalShow details
