name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Cottonwood Pine Retreat,Price:$38 / night,Entire house in Nashville,SUPERHOST,/rooms/38360055?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,4 guests · 1 bedroom · 2 beds · 1 bath,Price:$218 totalShow details,Rating 4.97 out of 5;4.9760 reviews (60)Price:$38 / nightPrice:$218 totalShow details
 Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$24 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$123 totalShow details,Rating 4.75 out of 5;4.7528 reviews (28)Price:$24 / nightPrice:$123 totalShow details
 Old Charm: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/21075745?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$130 totalShow details,Rating 4.68 out of 5;4.68212 reviews (212)Price:$25 / nightPrice:$130 totalShow details
" Suite 1 ""SUNNY HONEY"" - Clean, Cozy, Warm & Fun!",Previous price:$44Discounted price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/42859283?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$178 totalShow details,Rating 4.81 out of 5;4.8152 reviews (52)Previous price:$44Discounted price:$39 / nightPrice:$178 totalShow details
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
 Private Room & Bath 5 minutes to Downtown Nash,Price:$35 / night,Private room in Nashville,SUPERHOST,/rooms/46832964?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$177 totalShow details,Price:$35 / nightPrice:$177 totalShow details
 Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$132 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$132 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$30 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$119 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$30 / nightPrice:$119 totalShow details
 Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$32 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$162 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$32 / nightPrice:$162 totalShow details
 Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$160 totalShow details,Rating 4.96 out of 5;4.96102 reviews (102)Price:$35 / nightPrice:$160 totalShow details
 Door on the Left,Price:$32 / night,Private room in Nashville,,/rooms/46901175?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$146 totalShow details,Price:$32 / nightPrice:$146 totalShow details
 Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-01-24&check_out=2021-01-28&previous_page_section_name=1000&federated_search_id=9fde2a91-6f4d-47f0-bb72-46e2a195564b,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$154 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$154 totalShow details
