name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Old Charm: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/21075745?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$130 totalShow details,Rating 4.68 out of 5;4.68212 reviews (212)Price:$25 / nightPrice:$130 totalShow details
 Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$23 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$122 totalShow details,Rating 4.75 out of 5;4.7528 reviews (28)Price:$23 / nightPrice:$122 totalShow details
 The Crash Pad: 1.5 mi/ $5 Uber to Downtown,Price:$39 / night,Entire apartment in Nashville,,/rooms/31119735?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,4 guests · 1 bedroom · 2 beds · 1 bath,Price:$201 totalShow details,Rating 4.47 out of 5;4.47230 reviews (230)Price:$39 / nightPrice:$201 totalShow details
 Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$29 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$148 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$29 / nightPrice:$148 totalShow details
 Jazzy Blue: 1.4 mi/ $5 Uber to Downtown,Price:$41 / night,Entire apartment in Nashville,,/rooms/36446839?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,6 guests · 2 bedrooms · 4 beds · 1 bath,Price:$208 totalShow details,Rating 4.56 out of 5;4.5648 reviews (48)Price:$41 / nightPrice:$208 totalShow details
" Suite 1 ""SUNNY HONEY"" - Clean, Cozy, Warm & Fun!",Previous price:$44Discounted price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/42859283?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$178 totalShow details,Rating 4.81 out of 5;4.8152 reviews (52)Previous price:$44Discounted price:$39 / nightPrice:$178 totalShow details
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
 Private Room & Bath 5 minutes to Downtown Nash,Price:$35 / night,Private room in Nashville,SUPERHOST,/rooms/46832964?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$177 totalShow details,Price:$35 / nightPrice:$177 totalShow details
 Nice Private Room in NORTH Nashville,Price:$35 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$160 totalShow details,Rating 4.91 out of 5;4.91284 reviews (284)Price:$35 / nightPrice:$160 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$30 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-01-31&check_out=2021-02-04&previous_page_section_name=1000&federated_search_id=4982fb0a-db5c-4ab7-bd3a-9e865a2b0671,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$119 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$30 / nightPrice:$119 totalShow details
