name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
" Suite 6 ""AUNT LUCILLE"" - Country Breakfast Inc!",Previous price:$50Discounted price:$40 / night,Private room in Lebanon,SUPERHOST,/rooms/43787569?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$183 totalShow details,Rating 4.84 out of 5;4.8458 reviews (58)Previous price:$50Discounted price:$40 / nightPrice:$183 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$35 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$140 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$35 / nightPrice:$140 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$126 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$126 totalShow details
" Quiet, country setting with sleeping for up to 4!",Price:$35 / night,Private room in Hendersonville,,/rooms/39691633?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,4 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$160 totalShow details,Rating 5.0 out of 5;5.03 reviews (3)Price:$35 / nightPrice:$160 totalShow details
" Clean, cozy and comfortable",Price:$36 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$192 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$36 / nightPrice:$192 totalShow details
 Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$154 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$154 totalShow details
" ""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$183 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$183 totalShow details
 Music City Seamstress Room 1,Price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/17159543?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$216 totalShow details,Rating 4.87 out of 5;4.87104 reviews (104)Price:$40 / nightPrice:$216 totalShow details
 Piece of Peace - international    students home.,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/24077414?check_in=2021-04-11&check_out=2021-04-15&previous_page_section_name=1000&federated_search_id=76b1605d-23b2-41df-8e55-09ec39bb06d9,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$223 totalShow details,Rating 4.89 out of 5;4.8961 reviews (61)Price:$40 / nightPrice:$223 totalShow details
