name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$39 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$156 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$39 / nightPrice:$156 totalShow details
 Writing and Spiritual Retreat Cabin,Price:$39 / night,Entire cottage in Ashland City,SUPERHOST,/rooms/8683283?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,2 guests · 2 bedrooms · 2 beds · 1.5 baths,Price:$178 totalShow details,Rating 4.93 out of 5;4.93159 reviews (159)Price:$39 / nightPrice:$178 totalShow details
" Suite 6 ""AUNT LUCILLE"" - Country Breakfast Inc!",Previous price:$50Discounted price:$40 / night,Private room in Lebanon,SUPERHOST,/rooms/43787569?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$183 totalShow details,Rating 4.84 out of 5;4.8458 reviews (58)Previous price:$50Discounted price:$40 / nightPrice:$183 totalShow details
 Nice Private Room in NORTH Nashville,Price:$36 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$163 totalShow details,Rating 4.91 out of 5;4.91284 reviews (284)Price:$36 / nightPrice:$163 totalShow details
 student Holiday one month special. 12th threw 12th,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/23463463?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$205 totalShow details,Rating 4.98 out of 5;4.9883 reviews (83)Price:$40 / nightPrice:$205 totalShow details
" Clean, cozy and comfortable",Price:$36 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$192 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$36 / nightPrice:$192 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$126 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$126 totalShow details
 Cozy Hang & Rest For The Nomadic Traveler,Price:$39 / night,Private room in Hendersonville,SUPERHOST,/rooms/24407969?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,1 guest · Studio · 1 bed · 1.5 shared baths,Price:$178 totalShow details,Rating 4.99 out of 5;4.99104 reviews (104)Price:$39 / nightPrice:$178 totalShow details
 Downtown Hostel (Female-Only Shared Dorm),Price:$39 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2021-05-30&check_out=2021-06-03&previous_page_section_name=1000&federated_search_id=2732b303-91ce-4848-a068-88588d982c9b,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$156 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$39 / nightPrice:$156 totalShow details
