name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Private Room & Bath 5 minutes to Downtown Nash,Price:$35 / night,Private room in Nashville,SUPERHOST,/rooms/46832964?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$177 totalShow details,Price:$35 / nightPrice:$177 totalShow details
Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
"Suite 3 ""TROTTER RANGE"" - Clean, Cozy Country Fun!",Previous price:$44Discounted price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/42892303?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,4 guests · 1 bedroom · 2 beds · 1.5 baths,Price:$178 totalShow details,Rating 4.72 out of 5;4.7239 reviews (39)Previous price:$44Discounted price:$39 / nightPrice:$178 totalShow details
BW5 Downtown Nashville!!  Do Bro 8!!,Previous price:$62Discounted price:$45 / night,Entire apartment in Nashville,,/rooms/45934635?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,1 guest · Studio · 2 beds · 1 bath,Price:$265 totalShow details,Previous price:$62Discounted price:$45 / nightPrice:$265 totalShow details
JG5 The 5 spot!!  Downtown Nashville!!,Previous price:$59Discounted price:$32 / night,Private room in Nashville,,/rooms/45937212?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,8 guests · 1 bedroom · 4 beds · 1 bath,Price:$215 totalShow details,Rating 3.50 out of 5;3.506 reviews (6)Previous price:$59Discounted price:$32 / nightPrice:$215 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$31 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$125 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$31 / nightPrice:$125 totalShow details
student Holiday one month special. 12th threw 12th,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/23463463?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$205 totalShow details,Rating 4.98 out of 5;4.9883 reviews (83)Price:$40 / nightPrice:$205 totalShow details
Private room  Share bathroom,Price:$30 / night,Private room in Murfreesboro,,/rooms/39048339?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$165 totalShow details,Rating 4.61 out of 5;4.6141 reviews (41)Price:$30 / nightPrice:$165 totalShow details
Door on the Left,Price:$32 / night,Private room in Nashville,,/rooms/46901175?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$146 totalShow details,Price:$32 / nightPrice:$146 totalShow details
Cherokee South Authentic Indian Teepee!  Book Now!,Price:$35 / night,Private room in Lebanon,SUPERHOST,/rooms/38794762?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,3 guests · Studio · 2 beds · 1.5 shared baths,Price:$171 totalShow details,Rating 4.67 out of 5;4.6757 reviews (57)Price:$35 / nightPrice:$171 totalShow details
Unwind and Relax While Staying Close to the City,Price:$40 / night,Private room in Nashville,,/rooms/45803207?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$211 totalShow details,Price:$40 / nightPrice:$211 totalShow details
Northwoods cottage 23.2 mi Nashville 28 min drive,Price:$36 / night,Tiny house in White House,SUPERHOST,/rooms/31254209?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,4 guests · 2 bedrooms · 2 beds · 1 bath,Price:$199 totalShow details,Rating 4.85 out of 5;4.8548 reviews (48)Price:$36 / nightPrice:$199 totalShow details
Downtown Hostel (Female-Only Shared Dorm),Price:$31 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$125 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$31 / nightPrice:$125 totalShow details
Midtown Hostel (COED Shared Dorm),Price:$39 / night,Hotel room in Nashville,,/rooms/29983401?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,1 guest · 1 bedroom · 4 beds · 1 bath,Price:$154 totalShow details,Rating 4.72 out of 5;4.7243 reviews (43)Price:$39 / nightPrice:$154 totalShow details
Nashville Secluded Hilltop Camping White Oak.,Previous price:$25Discounted price:$23 / night,Campsite in Goodlettsville,SUPERHOST,/rooms/35123980?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,10 guests · 2 bedrooms · 1 bed · 0 baths,Price:$103 totalShow details,Rating 4.90 out of 5;4.9020 reviews (20)Previous price:$25Discounted price:$23 / nightPrice:$103 totalShow details
small blue bedroom,Price:$36 / night,Private room in Hermitage,,/rooms/19408522?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$181 totalShow details,Rating 4.58 out of 5;4.5833 reviews (33)Price:$36 / nightPrice:$181 totalShow details
Nashville Wooded Hilltop Primitive Camping Red Oak,Previous price:$25Discounted price:$23 / night,Campsite in Goodlettsville,SUPERHOST,/rooms/20543707?check_in=2020-12-27&check_out=2020-12-31&previous_page_section_name=1000&federated_search_id=e7250c89-bbfa-410a-ae77-cd6b8787d39a,10 guests · Studio · 0 beds · 0 baths,Price:$103 totalShow details,Rating 4.93 out of 5;4.9315 reviews (15)Previous price:$25Discounted price:$23 / nightPrice:$103 totalShow details
