name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
" Quiet hide-away, close to downtown and airport!",Price:$28 / night,Private room in Nashville,,/rooms/45783152?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$144 totalShow details,Rating 4.87 out of 5;4.8731 reviews (31)Price:$28 / nightPrice:$144 totalShow details
 Old Charm: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/21075745?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$130 totalShow details,Rating 4.68 out of 5;4.68212 reviews (212)Price:$25 / nightPrice:$130 totalShow details
" ENTIRE HOME, 4 BEDS, NEAR DOWNTOWN",Previous price:$41Discounted price:$37 / night,Entire house in Nashville,SUPERHOST,/rooms/25374952?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,8 guests · 2 bedrooms · 4 beds · 1 bath,Price:$312 totalShow details,Rating 4.90 out of 5;4.90239 reviews (239)Previous price:$41Discounted price:$37 / nightPrice:$312 totalShow details
 Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$23 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$122 totalShow details,Rating 4.75 out of 5;4.7528 reviews (28)Price:$23 / nightPrice:$122 totalShow details
 The Crash Pad: 1.5 mi/ $5 Uber to Downtown,Price:$38 / night,Entire apartment in Nashville,,/rooms/31119735?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,4 guests · 1 bedroom · 2 beds · 1 bath,Price:$196 totalShow details,Rating 4.47 out of 5;4.47230 reviews (230)Price:$38 / nightPrice:$196 totalShow details
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$137 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$137 totalShow details
" Suite 1 ""SUNNY HONEY"" - Clean, Cozy, Warm & Fun!",Price:$39 / night,Private room in Lebanon,SUPERHOST,/rooms/42859283?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$178 totalShow details,Rating 4.81 out of 5;4.8152 reviews (52)Price:$39 / nightPrice:$178 totalShow details
 Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$28 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$144 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$28 / nightPrice:$144 totalShow details
 Private Room & Bath 5 minutes to Downtown Nash,Price:$35 / night,Private room in Nashville,SUPERHOST,/rooms/46832964?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$177 totalShow details,Price:$35 / nightPrice:$177 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$33 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$132 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$33 / nightPrice:$132 totalShow details
 Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-02-21&check_out=2021-02-25&previous_page_section_name=1000&federated_search_id=65247dd0-1a89-4d16-95c7-ca0a327037d4,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$132 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$132 totalShow details
