name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Door on the Left,Price:$38 / night,Private room in Nashville,,/rooms/46901175?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$131 totalShow details,Price:$38 / nightPrice:$131 totalShow details
Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$108 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$108 totalShow details
Nice Private Room in NORTH Nashville,Price:$36 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$122 totalShow details,Rating 4.91 out of 5;4.91283 reviews (283)Price:$36 / nightPrice:$122 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$38 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$115 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$38 / nightPrice:$115 totalShow details
Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$120 totalShow details,Rating 4.96 out of 5;4.96102 reviews (102)Price:$35 / nightPrice:$120 totalShow details
Quiet room in the Heart of Franklin,Price:$38 / night,Private room in Franklin,,/rooms/19674066?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$165 totalShow details,Rating 4.66 out of 5;4.66110 reviews (110)Price:$38 / nightPrice:$165 totalShow details
todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$97 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$97 totalShow details
"Clean, cozy and comfortable",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$148 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$35 / nightPrice:$148 totalShow details
The Judson Room at the 'White House' (Room 2 of 3),Price:$28 / night,Private room in Murfreesboro,SUPERHOST,/rooms/32919165?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$130 totalShow details,Rating 4.97 out of 5;4.9737 reviews (37)Price:$28 / nightPrice:$130 totalShow details
"""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-03-11&check_out=2021-03-14&previous_page_section_name=1000&federated_search_id=a74eb4c1-5dbb-4d74-a46a-50dd95093be2,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$143 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$143 totalShow details
