name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Old Charm: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/21075745?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$102 totalShow details,Rating 4.68 out of 5;4.68212 reviews (212)Price:$25 / nightPrice:$102 totalShow details
Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$102 totalShow details,Rating 4.75 out of 5;4.7528 reviews (28)Price:$25 / nightPrice:$102 totalShow details
Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$28 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$112 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$28 / nightPrice:$112 totalShow details
The Crash Pad: 1.5 mi/ $5 Uber to Downtown,Price:$38 / night,Entire apartment in Nashville,,/rooms/31119735?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,4 guests · 1 bedroom · 2 beds · 1 bath,Price:$153 totalShow details,Rating 4.47 out of 5;4.47230 reviews (230)Price:$38 / nightPrice:$153 totalShow details
Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$108 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$108 totalShow details
Door on the Left,Price:$35 / night,Private room in Nashville,,/rooms/46901175?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$119 totalShow details,Price:$35 / nightPrice:$119 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$31 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$93 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$31 / nightPrice:$93 totalShow details
Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$99 totalShow details
Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$121 totalShow details,Rating 4.96 out of 5;4.96102 reviews (102)Price:$35 / nightPrice:$121 totalShow details
Downtown Murfreesboro Restful Retreat,Price:$39 / night,Entire apartment in Murfreesboro,SUPERHOST,/rooms/22064009?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 bath,Price:$191 totalShow details,Rating 4.81 out of 5;4.81125 reviews (125)Price:$39 / nightPrice:$191 totalShow details
Quiet room in the Heart of Franklin,Price:$38 / night,Private room in Franklin,,/rooms/19674066?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$164 totalShow details,Rating 4.66 out of 5;4.66110 reviews (110)Price:$38 / nightPrice:$164 totalShow details
todas las comodidades a 5 minutos del downtown,Price:$23 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$89 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$23 / nightPrice:$89 totalShow details
Downtown Hostel (Female-Only Shared Dorm),Price:$31 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$93 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$31 / nightPrice:$93 totalShow details
The Judson Room at the 'White House' (Room 2 of 3),Price:$25 / night,Private room in Murfreesboro,SUPERHOST,/rooms/32919165?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$121 totalShow details,Rating 4.97 out of 5;4.9737 reviews (37)Price:$25 / nightPrice:$121 totalShow details
Comfy Room - Close to Downtown and Airport,Price:$35 / night,Private room in Nashville,,/rooms/25475038?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$131 totalShow details,Rating 4.80 out of 5;4.80147 reviews (147)Price:$35 / nightPrice:$131 totalShow details
"""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$143 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$143 totalShow details
The Aurora Room -  the middle of it all!,Price:$38 / night,Private room in Murfreesboro,SUPERHOST,/rooms/18193305?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$146 totalShow details,Rating 4.96 out of 5;4.96106 reviews (106)Price:$38 / nightPrice:$146 totalShow details
Country Blues: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/25450858?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$102 totalShow details,Rating 4.61 out of 5;4.61141 reviews (141)Price:$25 / nightPrice:$102 totalShow details
"Quiet, country setting with sleeping for up to 4!",Price:$35 / night,Private room in Hendersonville,,/rooms/39691633?check_in=2021-02-04&check_out=2021-02-07&previous_page_section_name=1000&federated_search_id=74aceeac-48cb-4d2c-a8e1-b318174cd675,4 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$120 totalShow details,Rating 5.0 out of 5;5.03 reviews (3)Price:$35 / nightPrice:$120 totalShow details
