name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 The Donnadieu’s,Price:$29 / night,Private room in La Vergne,SUPERHOST,/rooms/35716530?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$104 totalShow details,Rating 4.76 out of 5;4.76167 reviews (167)Price:$29 / nightPrice:$104 totalShow details
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$110 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$110 totalShow details
 Nice Private Room in NORTH Nashville,Price:$35 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$121 totalShow details,Rating 4.91 out of 5;4.91285 reviews (285)Price:$35 / nightPrice:$121 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$38 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$115 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$38 / nightPrice:$115 totalShow details
" Quiet, country setting with sleeping for up to 4!",Price:$35 / night,Private room in Hendersonville,,/rooms/39691633?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,4 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$120 totalShow details,Rating 5.0 out of 5;5.03 reviews (3)Price:$35 / nightPrice:$120 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$97 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$97 totalShow details
" A great value, about 20 min to Nashville, Opryland",Price:$30 / night,Private room in Goodlettsville,SUPERHOST,/rooms/10253419?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$108 totalShow details,Rating 4.82 out of 5;4.82157 reviews (157)Price:$30 / nightPrice:$108 totalShow details
" Clean, cozy and comfortable",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$148 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$35 / nightPrice:$148 totalShow details
 Charming and Cozy,Price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/46837226?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,1 guest · 1 bedroom · 0 beds · 1 private bath,Price:$183 totalShow details,Price:$40 / nightPrice:$183 totalShow details
" ""The Lavender Room""",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$143 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$35 / nightPrice:$143 totalShow details
 Private room  Share bathroom,Price:$30 / night,Private room in Murfreesboro,,/rooms/39048339?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$131 totalShow details,Rating 4.61 out of 5;4.6141 reviews (41)Price:$30 / nightPrice:$131 totalShow details
 Downtown Hostel (Female-Only Shared Dorm),Price:$38 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$115 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$38 / nightPrice:$115 totalShow details
 Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$119 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$119 totalShow details
 The Cat's Meow,Price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/19912700?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 2 shared baths,Price:$157 totalShow details,Rating 4.90 out of 5;4.9069 reviews (69)Price:$40 / nightPrice:$157 totalShow details
 Northwoods cottage 23.2 mi Nashville 28 min drive,Price:$41 / night,Tiny house in White House,SUPERHOST,/rooms/31254209?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,4 guests · 2 bedrooms · 2 beds · 1 bath,Price:$176 totalShow details,Rating 4.85 out of 5;4.8548 reviews (48)Price:$41 / nightPrice:$176 totalShow details
" The Cozy Niche , special offers , yoga friendly,",Price:$39 / night,Private room in Murfreesboro,SUPERHOST,/rooms/21448158?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$162 totalShow details,Rating 4.95 out of 5;4.9538 reviews (38)Price:$39 / nightPrice:$162 totalShow details
 A very quiet area close to everything.,Previous price:$40Discounted price:$35 / night,Private room in Nashville,,/rooms/36836980?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$129 totalShow details,Rating 4.92 out of 5;4.9236 reviews (36)Previous price:$40Discounted price:$35 / nightPrice:$129 totalShow details
 That is no moon,Price:$30 / night,Private room in La Vergne,SUPERHOST,/rooms/25227880?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$108 totalShow details,Rating 4.88 out of 5;4.88243 reviews (243)Price:$30 / nightPrice:$108 totalShow details
 small blue bedroom,Price:$32 / night,Private room in Hermitage,,/rooms/19408522?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$127 totalShow details,Rating 4.58 out of 5;4.5833 reviews (33)Price:$32 / nightPrice:$127 totalShow details
 Raquel’s room,Price:$28 / night,Private room in La Vergne,SUPERHOST,/rooms/35426297?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=3fab15f2-7165-438d-869d-9f3b6f416759,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$103 totalShow details,Rating 4.82 out of 5;4.82111 reviews (111)Price:$28 / nightPrice:$103 totalShow details
" A great value, about 20 min to Nashville, Opryland",Price:$30 / night,Private room in Goodlettsville,SUPERHOST,/rooms/10253419?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=35c6566f-369e-4853-923f-ac385331712d,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$108 totalShow details,Rating 4.82 out of 5;4.82157 reviews (157)Price:$30 / nightPrice:$108 totalShow details
 Downtown Hostel (Male-Only Shared Dorm),Price:$38 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15158385?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=35c6566f-369e-4853-923f-ac385331712d,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$115 totalShow details,Rating 4.78 out of 5;4.78179 reviews (179)Price:$38 / nightPrice:$115 totalShow details
 small blue bedroom,Price:$32 / night,Private room in Hermitage,,/rooms/19408522?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=35c6566f-369e-4853-923f-ac385331712d,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$127 totalShow details,Rating 4.58 out of 5;4.5833 reviews (33)Price:$32 / nightPrice:$127 totalShow details
 Nashville Primitive Wooded Camping Sassafras,Previous price:$25Discounted price:$23 / night,Campsite in Goodlettsvilleville,SUPERHOST,/rooms/38236581?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=35c6566f-369e-4853-923f-ac385331712d,10 guests · Studio · 0 beds · 0 baths,Price:$77 totalShow details,Rating 5.0 out of 5;5.05 reviews (5)Previous price:$25Discounted price:$23 / nightPrice:$77 totalShow details
 Pet Hotel at Burwood Hall Country Estate,Price:$10 / night,Tiny house in Thompson's Station,SUPERHOST,/rooms/30421427?check_in=2021-04-01&check_out=2021-04-04&previous_page_section_name=1000&federated_search_id=35c6566f-369e-4853-923f-ac385331712d,1 guest · Studio · 1 bed · 0 baths,Price:$91 totalShow details,Price:$10 / nightPrice:$91 totalShow details
