name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$99 totalShow details
 Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$24 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 4.76 out of 5;4.7629 reviews (29)Price:$24 / nightPrice:$99 totalShow details
 Private Bedroom w/ Private Bath 5 min to Downtown,Previous price:$48Discounted price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/45576637?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$154 totalShow details,Rating 4.50 out of 5;4.504 reviews (4)Previous price:$48Discounted price:$40 / nightPrice:$154 totalShow details
 Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$32 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$126 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$32 / nightPrice:$126 totalShow details
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$110 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$110 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$31 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$93 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$31 / nightPrice:$93 totalShow details
 Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$120 totalShow details,Rating 4.96 out of 5;4.96103 reviews (103)Price:$35 / nightPrice:$120 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$29 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$110 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$29 / nightPrice:$110 totalShow details
 Convenient Downtown Space,Previous price:$45Discounted price:$39 / night,Private room in Nashville,,/rooms/37825180?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,5 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$189 totalShow details,Rating 4.75 out of 5;4.7532 reviews (32)Previous price:$45Discounted price:$39 / nightPrice:$189 totalShow details
 The Judson Room at the 'White House' (Room 2 of 3),Price:$25 / night,Private room in Murfreesboro,SUPERHOST,/rooms/32919165?check_in=2021-01-21&check_out=2021-01-24&previous_page_section_name=1000&federated_search_id=7a0928d2-8ace-4da3-826f-405744a73aee,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$121 totalShow details,Rating 4.97 out of 5;4.9737 reviews (37)Price:$25 / nightPrice:$121 totalShow details
