name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Old Charm: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/21075745?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$102 totalShow details,Rating 4.68 out of 5;4.68212 reviews (212)Price:$25 / nightPrice:$102 totalShow details
 Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$103 totalShow details,Rating 4.76 out of 5;4.7629 reviews (29)Price:$25 / nightPrice:$103 totalShow details
 Private Bedroom w/ Private Bath 5 min to Downtown,Previous price:$48Discounted price:$40 / night,Private room in Nashville,SUPERHOST,/rooms/45576637?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$154 totalShow details,Rating 4.50 out of 5;4.504 reviews (4)Previous price:$48Discounted price:$40 / nightPrice:$154 totalShow details
 Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$99 totalShow details
 Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$32 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$126 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$32 / nightPrice:$126 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$31 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$93 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$31 / nightPrice:$93 totalShow details
 Cheap but awesome! - B5 Room 1,Price:$26 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$112 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$26 / nightPrice:$112 totalShow details
 Quiet room in the Heart of Franklin,Price:$38 / night,Private room in Franklin,,/rooms/19674066?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$164 totalShow details,Rating 4.66 out of 5;4.66110 reviews (110)Price:$38 / nightPrice:$164 totalShow details
 The Aurora Room -  the middle of it all!,Price:$38 / night,Private room in Murfreesboro,SUPERHOST,/rooms/18193305?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$146 totalShow details,Rating 4.96 out of 5;4.96106 reviews (106)Price:$38 / nightPrice:$146 totalShow details
 Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-01-28&check_out=2021-01-31&previous_page_section_name=1000&federated_search_id=2ec9b34b-4228-4b5b-a6f4-5090b0c4401f,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$120 totalShow details,Rating 4.96 out of 5;4.96103 reviews (103)Price:$35 / nightPrice:$120 totalShow details
