name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Country Blues: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/25450858?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$102 totalShow details,Rating 4.61 out of 5;4.61141 reviews (141)Price:$25 / nightPrice:$102 totalShow details
Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$32 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$126 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$32 / nightPrice:$126 totalShow details
Nice Private Room in NORTH Nashville,Price:$36 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$124 totalShow details,Rating 4.91 out of 5;4.91283 reviews (283)Price:$36 / nightPrice:$124 totalShow details
Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$99 totalShow details
todas las comodidades a 5 minutos del downtown,Price:$23 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$89 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$23 / nightPrice:$89 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$31 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$93 totalShow details,Rating 4.77 out of 5;4.77638 reviews (638)Price:$31 / nightPrice:$93 totalShow details
Cheap but awesome! - B5 Room 1,Price:$27 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$114 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$27 / nightPrice:$114 totalShow details
Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$120 totalShow details,Rating 4.96 out of 5;4.96101 reviews (101)Price:$35 / nightPrice:$120 totalShow details
Downtown Hostel (Female-Only Shared Dorm),Price:$31 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$93 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$31 / nightPrice:$93 totalShow details
Chill room in house by Lake for Weary Travelers,Price:$31 / night,Private room in Hendersonville,SUPERHOST,/rooms/28158418?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,3 guests · 1 bedroom · 3 beds · 1 shared bath,Price:$126 totalShow details,Rating 4.84 out of 5;4.84123 reviews (123)Price:$31 / nightPrice:$126 totalShow details
Unwind and Relax While Staying Close to the City,Price:$40 / night,Private room in Nashville,,/rooms/45803207?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$164 totalShow details,Price:$40 / nightPrice:$164 totalShow details
Comfy Room - Close to Downtown and Airport,Price:$35 / night,Private room in Nashville,,/rooms/25475038?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$131 totalShow details,Rating 4.80 out of 5;4.80147 reviews (147)Price:$35 / nightPrice:$131 totalShow details
Northwoods cottage 23.2 mi Nashville 28 min drive,Price:$36 / night,Tiny house in White House,SUPERHOST,/rooms/31254209?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,4 guests · 2 bedrooms · 2 beds · 1 bath,Price:$157 totalShow details,Rating 4.85 out of 5;4.8547 reviews (47)Price:$36 / nightPrice:$157 totalShow details
Private room  Share bathroom,Price:$30 / night,Private room in Murfreesboro,,/rooms/39048339?check_in=2021-01-14&check_out=2021-01-17&previous_page_section_name=1000&federated_search_id=7fada284-a606-481f-b95f-c4f9cdadd770,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$131 totalShow details,Rating 4.61 out of 5;4.6141 reviews (41)Price:$30 / nightPrice:$131 totalShow details
