name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$108 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$108 totalShow details
Writing and Spiritual Retreat Cabin,Price:$39 / night,Entire cottage in Ashland City,SUPERHOST,/rooms/8683283?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 2 bedrooms · 2 beds · 1.5 baths,Price:$134 totalShow details,Rating 4.93 out of 5;4.93159 reviews (159)Price:$39 / nightPrice:$134 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$38 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$115 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$38 / nightPrice:$115 totalShow details
Nice Private Room in NORTH Nashville,Price:$37 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$126 totalShow details,Rating 4.91 out of 5;4.91283 reviews (283)Price:$37 / nightPrice:$126 totalShow details
"Quiet, country setting with sleeping for up to 4!",Price:$35 / night,Private room in Hendersonville,,/rooms/39691633?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,4 guests · 2 bedrooms · 2 beds · 1 private bath,Price:$120 totalShow details,Rating 5.0 out of 5;5.03 reviews (3)Price:$35 / nightPrice:$120 totalShow details
todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$97 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$97 totalShow details
Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$121 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$121 totalShow details
Downtown Hostel (Female-Only Shared Dorm),Price:$38 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15157178?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$115 totalShow details,Rating 4.80 out of 5;4.80402 reviews (402)Price:$38 / nightPrice:$115 totalShow details
student Holiday one month special. 12th threw 12th,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/23463463?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$160 totalShow details,Rating 4.98 out of 5;4.9883 reviews (83)Price:$40 / nightPrice:$160 totalShow details
"Clean, cozy and comfortable",Price:$37 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$154 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$37 / nightPrice:$154 totalShow details
"A great value, about 20 min to Nashville, Opryland",Price:$30 / night,Private room in Goodlettsville,SUPERHOST,/rooms/10253419?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$108 totalShow details,Rating 4.82 out of 5;4.82157 reviews (157)Price:$30 / nightPrice:$108 totalShow details
Cozy Hang & Rest For The Nomadic Traveler,Price:$39 / night,Private room in Hendersonville,SUPERHOST,/rooms/24407969?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,1 guest · Studio · 1 bed · 1.5 shared baths,Price:$134 totalShow details,Rating 4.99 out of 5;4.99104 reviews (104)Price:$39 / nightPrice:$134 totalShow details
Private room  Share bathroom,Price:$30 / night,Private room in Murfreesboro,,/rooms/39048339?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$131 totalShow details,Rating 4.61 out of 5;4.6141 reviews (41)Price:$30 / nightPrice:$131 totalShow details
"""The Lavender Room""",Price:$37 / night,Private room in Murfreesboro,SUPERHOST,/rooms/35563864?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$149 totalShow details,Rating 5.0 out of 5;5.026 reviews (26)Price:$37 / nightPrice:$149 totalShow details
Nashville Wooded Hilltop Primitive Camping Maple,Previous price:$25Discounted price:$23 / night,Campsite in Goodlettsville,SUPERHOST,/rooms/20551388?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,10 guests · 2 bedrooms · 0 beds · 0 baths,Price:$77 totalShow details,Rating 4.82 out of 5;4.8222 reviews (22)Previous price:$25Discounted price:$23 / nightPrice:$77 totalShow details
Downtown Hostel (Male-Only Shared Dorm),Price:$38 / night,Hostel beds in Nashville,SUPERHOST,/rooms/15158385?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,1 guest · 1 bedroom · 8 beds · 7 shared baths,Price:$115 totalShow details,Rating 4.78 out of 5;4.78179 reviews (179)Price:$38 / nightPrice:$115 totalShow details
Entire 2nd Floor to Yourself! Near MTSU/Interstate,Price:$40 / night,Private room in Murfreesboro,,/rooms/22515239?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,4 guests · 2 bedrooms · 3 beds · 1 private bath,Price:$165 totalShow details,Rating 5.0 out of 5;5.029 reviews (29)Price:$40 / nightPrice:$165 totalShow details
small blue bedroom,Price:$32 / night,Private room in Hermitage,,/rooms/19408522?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$127 totalShow details,Rating 4.58 out of 5;4.5833 reviews (33)Price:$32 / nightPrice:$127 totalShow details
big blue bedroom,Price:$32 / night,Private room in Hermitage,,/rooms/19192496?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,6 guests · 1 bedroom · 2 beds · 1.5 shared baths,Price:$127 totalShow details,Rating 4.61 out of 5;4.6131 reviews (31)Price:$32 / nightPrice:$127 totalShow details
Nashville Primitive Wooded Camping Sassafras,Previous price:$25Discounted price:$23 / night,Campsite in Goodlettsvilleville,SUPERHOST,/rooms/38236581?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=3f56bad4-35a8-4a4b-8824-c285257102fd,10 guests · Studio · 0 beds · 0 baths,Price:$77 totalShow details,Rating 5.0 out of 5;5.05 reviews (5)Previous price:$25Discounted price:$23 / nightPrice:$77 totalShow details
Camping or Campers/RV parking Tulip Grove,Price:$19 / night,Campsite in Nashville,,/rooms/39991131?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,6 guests · 1 bedroom,Price:$88 totalShow details,Price:$19 / nightPrice:$88 totalShow details
Studio-apartment feeling,Price:$40 / night,Private room in Murfreesboro,SUPERHOST,/rooms/28663288?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$165 totalShow details,Rating 5.0 out of 5;5.021 reviews (21)Price:$40 / nightPrice:$165 totalShow details
A very quiet area close to everything.,Price:$38 / night,Private room in Nashville,,/rooms/36836980?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$139 totalShow details,Rating 4.92 out of 5;4.9236 reviews (36)Price:$38 / nightPrice:$139 totalShow details
Luggage Storage For Your Last Day In Nash!,Price:$10 / night,Shared room in Nashville,,/rooms/45712327?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,1 guest · 1 bedroom · 1 bed · 0 shared baths,Price:$34 totalShow details,Price:$10 / nightPrice:$34 totalShow details
"Private   BR Quiet neighborhood, close to lake.",Price:$40 / night,Private room in Hendersonville,,/rooms/43616563?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,4 guests · 1 bedroom · 2 beds · 1 private bath,Price:$160 totalShow details,Price:$40 / nightPrice:$160 totalShow details
Primitive Camp Site. 45 min west of Nashville,Price:$33 / night,Campsite in Nashville,,/rooms/5500808?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,12 guests · Studio · 0 beds · 0 baths,Price:$113 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$33 / nightPrice:$113 totalShow details
"RV Camper Pad  Nashville / Gallatin, Lake Area",Price:$26 / night,Camper/RV in Gallatin,,/rooms/43035634?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,3 guests · 1 bedroom · 1 bed · 1 bath,Price:$89 totalShow details,Price:$26 / nightPrice:$89 totalShow details
Welcome to the Wolfe family home,Price:$40 / night,Private room in Nashville,,/rooms/43938354?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,2 guests · 1 bedroom · 1 bed · 1 bath,Price:$194 totalShow details,Price:$40 / nightPrice:$194 totalShow details
Fork Inn Log Cabin annex - hammocks & tent camping,Previous price:$40Discounted price:$30 / night,Private room in Franklin,,/rooms/28892408?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$114 totalShow details,Previous price:$40Discounted price:$30 / nightPrice:$114 totalShow details
Stow Your Bags On Your Last Day In Nash!,Price:$10 / night,Shared room in Nashville,,/rooms/28812586?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$34 totalShow details,Price:$10 / nightPrice:$34 totalShow details
RV/Camper Parking next to Long Hunter State Park,Price:$19 / night,Campsite in Nashville,,/rooms/39968681?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,6 guests · 1 bedroom · 1 bed · 0 baths,Price:$88 totalShow details,Price:$19 / nightPrice:$88 totalShow details
Where home is felt loved,Price:$40 / night,Private room in Murfreesboro,,/rooms/35124684?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,3 guests · 2 bedrooms · 1 bed · 1 bath,Price:$137 totalShow details,Price:$40 / nightPrice:$137 totalShow details
Pet Hotel at Burwood Hall Country Estate,Price:$10 / night,Tiny house in Thompson's Station,SUPERHOST,/rooms/30421427?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=0a71f17e-33d1-427e-a362-a9da2f3c8e2e,1 guest · Studio · 1 bed · 0 baths,Price:$91 totalShow details,Price:$10 / nightPrice:$91 totalShow details
"Cozy wonderful home near
all conviences",Price:$44 / night,Private room in Brentwood,,/rooms/30885780?check_in=2021-05-20&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=ea867674-9734-4b7a-8c5b-8065e69974ce,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$175 totalShow details,Price:$44 / nightPrice:$175 totalShow details
