name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Old Charm: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/21075745?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$102 totalShow details,Rating 4.68 out of 5;4.68212 reviews (212)Price:$25 / nightPrice:$102 totalShow details
Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$103 totalShow details,Rating 4.75 out of 5;4.7528 reviews (28)Price:$25 / nightPrice:$103 totalShow details
Sunshine Room: 1.5 mi/ $5 Uber to downtown,Price:$28 / night,Private room in Nashville,,/rooms/35706073?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,3 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$112 totalShow details,Rating 4.62 out of 5;4.62156 reviews (156)Price:$28 / nightPrice:$112 totalShow details
Door on the Left,Price:$35 / night,Private room in Nashville,,/rooms/46901175?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$121 totalShow details,Price:$35 / nightPrice:$121 totalShow details
The Crash Pad: 1.5 mi/ $5 Uber to Downtown,Price:$38 / night,Entire apartment in Nashville,,/rooms/31119735?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,4 guests · 1 bedroom · 2 beds · 1 bath,Price:$153 totalShow details,Rating 4.47 out of 5;4.47230 reviews (230)Price:$38 / nightPrice:$153 totalShow details
Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$108 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$108 totalShow details
Downtown Hostel (Coed Shared Dorm),Price:$34 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$103 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$34 / nightPrice:$103 totalShow details
Conveniently located,Price:$29 / night,Private room in Murfreesboro,SUPERHOST,/rooms/42225999?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 5.0 out of 5;5.012 reviews (12)Price:$29 / nightPrice:$99 totalShow details
Clean and cozy space in LaVergne,Price:$36 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$122 totalShow details,Rating 4.96 out of 5;4.96102 reviews (102)Price:$36 / nightPrice:$122 totalShow details
Downtown Murfreesboro Restful Retreat,Price:$39 / night,Entire apartment in Murfreesboro,SUPERHOST,/rooms/22064009?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,2 guests · 1 bedroom · 1 bed · 1 bath,Price:$192 totalShow details,Rating 4.81 out of 5;4.81125 reviews (125)Price:$39 / nightPrice:$192 totalShow details
Quiet room in the Heart of Franklin,Price:$38 / night,Private room in Franklin,,/rooms/19674066?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$164 totalShow details,Rating 4.66 out of 5;4.66110 reviews (110)Price:$38 / nightPrice:$164 totalShow details
todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-02-11&check_out=2021-02-14&previous_page_section_name=1000&federated_search_id=01f2e3db-d9f6-42c0-a8fc-8b4f3c16ab01,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$98 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$98 totalShow details
