name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
 Cheap but awesome! - B5 Room 1,Price:$25 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$110 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$25 / nightPrice:$110 totalShow details
 Nice Private Room in NORTH Nashville,Price:$36 / night,Private room in Goodlettsville,SUPERHOST,/rooms/11087723?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,3 guests · 1 bedroom · 1 bed · 1.5 baths,Price:$123 totalShow details,Rating 4.91 out of 5;4.91285 reviews (285)Price:$36 / nightPrice:$123 totalShow details
 todas las comodidades a 5 minutos del downtown,Price:$25 / night,Private room in Nashville,SUPERHOST,/rooms/39343114?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,1 guest · 1 bedroom · 1 bed · 1 shared bath,Price:$97 totalShow details,Rating 4.80 out of 5;4.8015 reviews (15)Price:$25 / nightPrice:$97 totalShow details
 Downtown Hostel (Coed Shared Dorm),Price:$38 / night,Hotel room in Nashville,SUPERHOST,/rooms/3717911?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,1 guest · 1 bedroom · 8 beds · 7 baths,Price:$115 totalShow details,Rating 4.77 out of 5;4.77639 reviews (639)Price:$38 / nightPrice:$115 totalShow details
 Downtown Murfreesboro Restful Retreat,Price:$39 / night,Entire apartment in Murfreesboro,SUPERHOST,/rooms/22064009?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,2 guests · 1 bedroom · 1 bed · 1 bath,Price:$192 totalShow details,Rating 4.81 out of 5;4.81125 reviews (125)Price:$39 / nightPrice:$192 totalShow details
 Clean and cozy space in LaVergne,Price:$35 / night,Private room in La Vergne,,/rooms/41319020?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,3 guests · 1 bedroom · 1 bed · 1 private bath,Price:$120 totalShow details,Rating 4.96 out of 5;4.96103 reviews (103)Price:$35 / nightPrice:$120 totalShow details
 Quiet room in the Heart of Franklin,Price:$38 / night,Private room in Franklin,,/rooms/19674066?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$164 totalShow details,Rating 4.66 out of 5;4.66110 reviews (110)Price:$38 / nightPrice:$164 totalShow details
 Nice comfortable room with a double futon..,Price:$31 / night,Private room in Franklin,SUPERHOST,/rooms/11923339?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,2 guests · 1 bedroom · 0 beds · 1 private bath,Price:$119 totalShow details,Rating 5.0 out of 5;5.023 reviews (23)Price:$31 / nightPrice:$119 totalShow details
" Clean, cozy and comfortable",Price:$35 / night,Private room in Murfreesboro,SUPERHOST,/rooms/19782732?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$148 totalShow details,Rating 4.98 out of 5;4.98256 reviews (256)Price:$35 / nightPrice:$148 totalShow details
 The Judson Room at the 'White House' (Room 2 of 3),Price:$28 / night,Private room in Murfreesboro,SUPERHOST,/rooms/32919165?check_in=2021-03-04&check_out=2021-03-07&previous_page_section_name=1000&federated_search_id=79f6c0c9-cc40-4081-9c9f-ca96ba198f7a,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$130 totalShow details,Rating 4.97 out of 5;4.9737 reviews (37)Price:$28 / nightPrice:$130 totalShow details
