name,nightly cost,category,superhost,url,guests_rental,total cost,reviews
Charming East Nashville Studio w/ Private Patio,Previous price:$55Discounted price:$48 / night,Private room in Nashville,SUPERHOST,/rooms/35573520?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$186 totalShow details,Rating 4.95 out of 5;4.9577 reviews (77)Previous price:$55Discounted price:$48 / nightPrice:$186 totalShow details
Lumi: 1.5 mi/ $5 Uber to Downtown,Price:$24 / night,Private room in Nashville,,/rooms/40999973?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,1 guest · 1 bedroom · 1 bed · 1.5 shared baths,Price:$99 totalShow details,Rating 4.75 out of 5;4.7528 reviews (28)Price:$24 / nightPrice:$99 totalShow details
West End Oasis- Free Parking & Amazing Pool,Price:$60 / night,Entire apartment in Nashville,,/rooms/43758931?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,4 guests · Studio · 2 beds · 1 bath,Price:$275 totalShow details,Rating 4.60 out of 5;4.6042 reviews (42)Price:$60 / nightPrice:$275 totalShow details
Country Blues: 1.5 mi/ $5 Uber to Downtown,Price:$25 / night,Private room in Nashville,,/rooms/25450858?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 1 bed · 1 shared bath,Price:$102 totalShow details,Rating 4.61 out of 5;4.61141 reviews (141)Price:$25 / nightPrice:$102 totalShow details
Private suite in Nashville neighborhood,Price:$43 / night,Private room in Nashville,SUPERHOST,/rooms/37682465?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$165 totalShow details,Rating 4.94 out of 5;4.94101 reviews (101)Price:$43 / nightPrice:$165 totalShow details
"Private Suite in Beautiful Franklin, TN",Price:$59 / night,Private room in Franklin,SUPERHOST,/rooms/46680217?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,4 guests · 1 bedroom · 2 beds · 1.5 baths,Price:$202 totalShow details,Price:$59 / nightPrice:$202 totalShow details
"Suite 1 ""SUNNY HONEY"" - Clean, Cozy, Warm & Fun!",Previous price:$68Discounted price:$50 / night,Private room in Lebanon,SUPERHOST,/rooms/42859283?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,5 guests · 1 bedroom · 2 beds · 1 private bath,Price:$170 totalShow details,Rating 4.80 out of 5;4.8051 reviews (51)Previous price:$68Discounted price:$50 / nightPrice:$170 totalShow details
The Comfy Magnolia Room at the Iris Motel,Previous price:$73Discounted price:$54 / night,Entire apartment in Nashville,,/rooms/32284941?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,4 guests · Studio · 2 beds · 1 bath,Price:$218 totalShow details,Rating 4.66 out of 5;4.6653 reviews (53)Previous price:$73Discounted price:$54 / nightPrice:$218 totalShow details
Creekside Cottage,Previous price:$53Discounted price:$46 / night,Entire guest suite in Nashville,SUPERHOST,/rooms/35231306?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,4 guests · Studio · 3 beds · 1 bath,Price:$204 totalShow details,Rating 4.83 out of 5;4.8363 reviews (63)Previous price:$53Discounted price:$46 / nightPrice:$204 totalShow details
Private room with kitchen and bathroom non-smoking,Price:$45 / night,Private room in Nashville,SUPERHOST,/rooms/34771559?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,4 guests · 1 bedroom · 2 beds · 1 shared bath,Price:$183 totalShow details,Rating 4.84 out of 5;4.84148 reviews (148)Price:$45 / nightPrice:$183 totalShow details
"Private and convenient, with a bit of artsy",Price:$55 / night,Private room in Nashville,SUPERHOST,/rooms/16023993?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 2 beds · 1 private bath,Price:$200 totalShow details,Rating 4.98 out of 5;4.98290 reviews (290)Price:$55 / nightPrice:$200 totalShow details
"Spacious “in home” relaxing apartment, east side",Previous price:$57Discounted price:$51 / night,Entire guest suite in Nashville,SUPERHOST,/rooms/27716972?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,5 guests · 2 bedrooms · 2 beds · 1 bath,Price:$219 totalShow details,Rating 4.83 out of 5;4.83156 reviews (156)Previous price:$57Discounted price:$51 / nightPrice:$219 totalShow details
Cheap but awesome! - B5 Room 1,Price:$26 / night,Private room in Nashville,,/rooms/35917515?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,Price:$111 totalShow details,Rating 4.52 out of 5;4.5227 reviews (27)Price:$26 / nightPrice:$111 totalShow details
Music City Studio - 12 Minutes to East Nashville!,Price:$65 / night,Entire guest suite in Nashville,,/rooms/37049775?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 1 bed · 1 bath,Price:$251 totalShow details,Rating 4.88 out of 5;4.8820 reviews (20)Price:$65 / nightPrice:$251 totalShow details
JG5 Downtown Nashville!!! Alpine Allstar!!,Price:$70 / night,Entire apartment in Nashville,,/rooms/46918089?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,6 guests · Studio · 1 bed · 1 bath,Price:$297 totalShow details,Price:$70 / nightPrice:$297 totalShow details
Upstairs Loft Next Door to the Nations!,Price:$50 / night,Private room in Nashville,SUPERHOST,/rooms/7387931?check_in=2021-01-07&check_out=2021-01-10&previous_page_section_name=1000&federated_search_id=62884f35-ada5-44a0-9450-81e7373aac8e,2 guests · 1 bedroom · 1 bed · 1 private bath,Price:$171 totalShow details,Rating 4.92 out of 5;4.92533 reviews (533)Price:$50 / nightPrice:$171 totalShow details
